"ID";"Airports";"Periods";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"TotalIntercontinentalPassengers_25";"America_32";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39"
"1230";"A043596";"2017MM12";"     852";"     423";"     429";"   73985";"   34776";"   39209";"   73985";"   72207";"   70808";"    1778";"       0";"     166";"     166";"       0";"       0"
"1231";"A043596";"2017KW04";"    3173";"    1575";"    1598";"  302918";"  153863";"  149055";"  302918";"  293777";"  290383";"    9141";"     310";"     222";"     222";"       0";"       0"
"1232";"A043596";"2017JJ00";"   16270";"    8099";"    8171";" 1732692";"  861481";"  871211";" 1732692";" 1691201";" 1667288";"   41491";"     310";"     223";"     223";"       0";"       0"
"1233";"A043596";"2018MM01";"     988";"     493";"     495";"   89021";"   45124";"   43897";"   89021";"   86830";"   85192";"    2191";"     640";"       0";"       0";"       0";"       0"
"1234";"A043596";"2018MM02";"     988";"     498";"     490";"   88493";"   42614";"   45879";"   88493";"   87155";"   85499";"    1338";"       0";"       0";"       0";"       0";"       0"
"1235";"A043596";"2018MM03";"    1198";"     597";"     601";"  121533";"   61646";"   59887";"  121533";"  119180";"  115953";"    2353";"       0";"     193";"     193";"       0";"       0"
"1236";"A043596";"2018KW01";"    3174";"    1588";"    1586";"  299047";"  149384";"  149663";"  299047";"  293165";"  286644";"    5882";"     640";"     193";"     193";"       0";"       0"
"1237";"A043596";"2018MM04";"    1461";"     733";"     728";"  144208";"   66040";"   78168";"  144208";"  139027";"  132736";"    5181";"       0";"       0";"       0";"       0";"       0"
"1238";"A043596";"2018MM05";"    1964";"     971";"     993";"  221150";"  109712";"  111438";"  221150";"  216789";"  205776";"    4361";"       0";"       0";"       0";"       0";"       0"
"1239";"A043596";"2018MM06";"    1921";"     953";"     968";"  217739";"  107243";"  110496";"  217739";"  213558";"  207936";"    4181";"       0";"       0";"       0";"       0";"       0"
"1240";"A043596";"2018KW02";"    5346";"    2657";"    2689";"  583097";"  282995";"  300102";"  583097";"  569374";"  546448";"   13723";"       0";"       0";"       0";"       0";"       0"
"1241";"A043596";"2018MM07";"    1897";"     951";"     946";"  230635";"  106713";"  123922";"  230635";"  223614";"  212897";"    7021";"     251";"     740";"     740";"       0";"       0"
"1242";"A043596";"2018MM08";"    1864";"     924";"     940";"  232799";"  122246";"  110553";"  232799";"  226649";"  211885";"    6150";"       0";"     786";"     786";"       0";"       0"
"1243";"A043596";"2018MM09";"    1879";"     939";"     940";"  223027";"  112043";"  110984";"  223027";"  217909";"  211607";"    5118";"       0";"     154";"     154";"       0";"       0"
"1244";"A043596";"2018KW03";"    5640";"    2814";"    2826";"  686461";"  341002";"  345459";"  686461";"  668172";"  636389";"   18289";"     251";"    1680";"    1680";"       0";"       0"
"1245";"A043596";"2018MM10";"    1763";"     877";"     886";"  193930";"  102562";"   91368";"  193930";"  187049";"  177580";"    6881";"       0";"       0";"       0";"       0";"       0"
"1246";"A043596";"2018MM11";"     884";"     440";"     444";"   73245";"   37959";"   35286";"   73245";"   69196";"   68985";"    4049";"       0";"       0";"       0";"       0";"       0"
"1247";"A043596";"2018MM12";"     808";"     402";"     406";"   72378";"   33519";"   38859";"   72378";"   68617";"   65555";"    3761";"       0";"       0";"       0";"       0";"       0"
"1248";"A043596";"2018KW04";"    3455";"    1719";"    1736";"  339553";"  174040";"  165513";"  339553";"  324862";"  312120";"   14691";"       0";"       0";"       0";"       0";"       0"
"1249";"A043596";"2018JJ00";"   17615";"    8778";"    8837";" 1908158";"  947421";"  960737";" 1908158";" 1855573";" 1781601";"   52585";"     891";"    1873";"    1873";"       0";"       0"
"1250";"A043596";"2019MM01";"     938";"     471";"     467";"   84056";"   42870";"   41186";"   84056";"   79966";"   75090";"    4090";"       0";"     476";"     476";"       0";"       0"
"1251";"A043596";"2019MM02";"     978";"     491";"     487";"   95420";"   45623";"   49797";"   95420";"   91161";"   83748";"    4259";"       0";"       0";"       0";"       0";"       0"
"1252";"A043596";"2019MM03";"    1286";"     642";"     644";"  137683";"   70235";"   67448";"  137683";"  130992";"  121959";"    6691";"       0";"       0";"       0";"       0";"       0"
"1253";"A043596";"2019KW01";"    3202";"    1604";"    1598";"  317159";"  158728";"  158431";"  317159";"  302119";"  280797";"   15040";"       0";"     476";"     476";"       0";"       0"
"1254";"A043596";"2019MM04";"    1556";"     782";"     774";"  169142";"   77152";"   91990";"  169142";"  159234";"  150456";"    9908";"       0";"       0";"       0";"       0";"       0"
"1255";"A043596";"2019MM05";"    2011";"    1000";"    1011";"  227437";"  112360";"  115077";"  227437";"  221218";"  209625";"    6219";"       0";"       0";"       0";"       0";"       0"
"1256";"A043596";"2019MM06";"    1943";"     974";"     969";"  240069";"  118538";"  121531";"  240069";"  231448";"  218310";"    8621";"       0";"       0";"       0";"       0";"       0"
"1257";"A043596";"2019KW02";"    5510";"    2756";"    2754";"  636648";"  308050";"  328598";"  636648";"  611900";"  578391";"   24748";"       0";"       0";"       0";"       0";"       0"
"1258";"A043596";"2019MM07";"    2039";"    1017";"    1022";"  251074";"  113281";"  137793";"  251074";"  238037";"  217858";"   13037";"       0";"       0";"       0";"       0";"       0"
"1259";"A043596";"2019MM08";"    2099";"    1045";"    1054";"  269858";"  142244";"  127614";"  269858";"  252335";"  224553";"   17523";"       0";"     165";"     165";"       0";"       0"
"1260";"A043596";"2019MM09";"    1997";"    1003";"     994";"  240606";"  122672";"  117934";"  240606";"  229982";"  215278";"   10624";"       0";"       0";"       0";"       0";"       0"
"1261";"A043596";"2019KW03";"    6135";"    3065";"    3070";"  761538";"  378197";"  383341";"  761538";"  720354";"  657689";"   41184";"       0";"     165";"     165";"       0";"       0"
"1262";"A043596";"2019MM10";"    1771";"     885";"     886";"  198592";"  107016";"   91576";"  198592";"  187377";"  174085";"   11215";"       0";"       0";"       0";"       0";"       0"
"1263";"A043596";"2019MM11";"     910";"     454";"     456";"   91748";"   48123";"   43625";"   91748";"   83215";"   76334";"    8533";"       0";"       0";"       0";"       0";"       0"
"1264";"A043596";"2019MM12";"     878";"     439";"     439";"   89113";"   41797";"   47316";"   89113";"   81414";"   73012";"    7699";"       0";"       0";"       0";"       0";"       0"
"1265";"A043596";"2019KW04";"    3559";"    1778";"    1781";"  379453";"  196936";"  182517";"  379453";"  352006";"  323431";"   27447";"       0";"       0";"       0";"       0";"       0"
"1266";"A043596";"2019JJ00";"   18406";"    9203";"    9203";" 2094798";" 1041911";" 1052887";" 2094798";" 1986379";" 1840308";"  108419";"       0";"     641";"     641";"       0";"       0"
"1267";"A043596";"2020MM01";"     963";"     481";"     482";"   99080";"   51119";"   47961";"   99080";"   90361";"   82120";"    8719";"       0";"       0";"       0";"       0";"       0"
"1268";"A043596";"2020MM02";"    1031";"     506";"     525";"  104062";"   49988";"   54074";"  104062";"   97069";"   88934";"    6993";"       0";"       0";"       0";"       0";"       0"
"1269";"A043596";"2020MM03";"     748";"     369";"     379";"   62870";"   36664";"   26206";"   62870";"   57788";"   53433";"    5082";"       0";"       0";"       0";"       0";"       0"
"1270";"A043596";"2020KW01";"    2742";"    1356";"    1386";"  266012";"  137771";"  128241";"  266012";"  245218";"  224487";"   20794";"       0";"       0";"       0";"       0";"       0"
"1271";"A043596";"2020MM04";"      41";"      17";"      24";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1272";"A043596";"2020MM05";"      46";"      19";"      27";"     134";"      78";"      56";"     134";"     134";"     134";"       0";"       0";"       0";"       0";"       0";"       0"
"1273";"A043596";"2020MM06";"     168";"      80";"      88";"    7971";"    2072";"    5899";"    7971";"    7971";"    7041";"       0";"       0";"       0";"       0";"       0";"       0"
"1274";"A043596";"2020KW02";"     255";"     116";"     139";"    8105";"    2150";"    5955";"    8105";"    8105";"    7175";"       0";"       0";"       0";"       0";"       0";"       0"
"1275";"A043596";"2020MM07";"    1032";"     522";"     510";"   78468";"   32511";"   45957";"   78468";"   78468";"   74671";"       0";"       0";"       0";"       0";"       0";"       0"
"1276";"A043596";"2020MM08";"    1071";"     527";"     544";"   74047";"   41749";"   32298";"   74047";"   74047";"   68565";"       0";"       0";"       0";"       0";"       0";"       0"
"1277";"A043596";"2020MM09";"     635";"     315";"     320";"   32047";"   17087";"   14960";"   32047";"   31135";"   29077";"     912";"       0";"       0";"       0";"       0";"       0"
"1278";"A043596";"2020KW03";"    2738";"    1364";"    1374";"  184562";"   91347";"   93215";"  184562";"  183650";"  172313";"     912";"       0";"       0";"       0";"       0";"       0"
"1279";"A043596";"2020MM10";"     353";"     176";"     177";"   21811";"   11445";"   10366";"   21811";"   19216";"   19168";"    2595";"       0";"       0";"       0";"       0";"       0"
"1280";"A043596";"2020MM11";"     134";"      62";"      72";"    4761";"    2639";"    2122";"    4761";"    2365";"    2176";"    2396";"       0";"       0";"       0";"       0";"       0"
"1281";"A043596";"2020MM12";"     115";"      63";"      52";"    4590";"    1940";"    2650";"    4590";"     325";"     325";"    4265";"       0";"       0";"       0";"       0";"       0"
"1282";"A043596";"2020KW04";"     602";"     301";"     301";"   31162";"   16024";"   15138";"   31162";"   21906";"   21669";"    9256";"       0";"       0";"       0";"       0";"       0"
"1283";"A043596";"2020JJ00";"    6337";"    3137";"    3200";"  489841";"  247292";"  242549";"  489841";"  458879";"  425644";"   30962";"       0";"       0";"       0";"       0";"       0"
"1284";"A043596";"2021MM01";"     181";"      83";"      98";"    3311";"    2053";"    1258";"    3311";"      34";"       0";"    3277";"       0";"       0";"       0";"       0";"       0"
"1285";"A043596";"2021MM02";"     144";"      74";"      70";"    2871";"    1508";"    1363";"    2871";"       0";"       0";"    2871";"       0";"       0";"       0";"       0";"       0"
"1286";"A043596";"2021MM03";"     185";"      88";"      97";"      98";"      57";"      41";"      98";"      98";"      98";"       0";"       0";"       0";"       0";"       0";"       0"
"1287";"A043596";"2021KW01";"     510";"     245";"     265";"    6280";"    3618";"    2662";"    6280";"     132";"      98";"    6148";"       0";"       0";"       0";"       0";"       0"
"1288";"A043596";"2021MM04";"     195";"     100";"      95";"    1945";"     642";"    1303";"    1945";"    1945";"    1166";"       0";"       0";"       0";"       0";"       0";"       0"
"1289";"A043596";"2021MM05";"     267";"     132";"     135";"    8912";"    4045";"    4867";"    8912";"    8912";"    8162";"       0";"       0";"       0";"       0";"       0";"       0"
"1290";"A043596";"2021MM06";"     579";"     289";"     290";"   39309";"   15981";"   23328";"   39309";"   33826";"   32653";"    5483";"       0";"       0";"       0";"       0";"       0"
"1291";"A043596";"2021KW02";"    1041";"     521";"     520";"   50166";"   20668";"   29498";"   50166";"   44683";"   41981";"    5483";"       0";"       0";"       0";"       0";"       0"
"1292";"A043596";"2021MM07";"    1312";"     666";"     646";"  113882";"   45390";"   68492";"  113882";"   98923";"   91688";"   14959";"       0";"       0";"       0";"       0";"       0"
"1293";"A043596";"2021MM08";"    1516";"     749";"     767";"  181957";"   98121";"   83836";"  181957";"  164739";"  155694";"   17218";"       0";"       0";"       0";"       0";"       0"
"1294";"A043596";"2021MM09";"    1410";"     706";"     704";"  167169";"   84608";"   82561";"  167169";"  158465";"  154626";"    8704";"       0";"      88";"      88";"       0";"       0"
"1295";"A043596";"2021KW03";"    4238";"    2121";"    2117";"  463008";"  228119";"  234889";"  463008";"  422127";"  402008";"   40881";"       0";"      88";"      88";"       0";"       0"
"1296";"A043596";"2021MM10";"    1303";"     643";"     660";"  147368";"   78845";"   68523";"  147368";"  141726";"  136483";"    5642";"       0";"       0";"       0";"       0";"       0"
"1297";"A043596";"2021MM11";"     674";"     331";"     343";"   48278";"   26319";"   21959";"   48278";"   48278";"   43563";"       0";"       0";"       0";"       0";"       0";"       0"
"1298";"A043596";"2021MM12";"     541";"     285";"     256";"   40295";"   15463";"   24832";"   40295";"   40295";"   36141";"       0";"       0";"       0";"       0";"       0";"       0"
"1299";"A043596";"2021KW04";"    2518";"    1259";"    1259";"  235941";"  120627";"  115314";"  235941";"  230299";"  216187";"    5642";"       0";"       0";"       0";"       0";"       0"
"1300";"A043596";"2021JJ00";"    8307";"    4146";"    4161";"  755395";"  373032";"  382363";"  755395";"  697241";"  660274";"   58154";"       0";"      88";"      88";"       0";"       0"
"1301";"A043596";"2022MM01";"     734";"     356";"     378";"   58903";"   31498";"   27405";"   58903";"   58903";"   51443";"       0";"       0";"       0";"       0";"       0";"       0"
"1302";"A043596";"2022MM02";"     699";"     361";"     338";"   63510";"   28697";"   34813";"   63510";"   62829";"   56943";"     681";"       0";"       0";"       0";"       0";"       0"
"1303";"A043596";"2022MM03";"     989";"     485";"     504";"  101163";"   52056";"   49107";"  101163";"   96857";"   88255";"    4306";"       0";"       0";"       0";"       0";"       0"
"1304";"A043596";"2022KW01";"    2422";"    1202";"    1220";"  223576";"  112251";"  111325";"  223576";"  218589";"  196641";"    4987";"       0";"       0";"       0";"       0";"       0"
"1305";"A043596";"2022MM04";"    1437";"     721";"     716";"  139308";"   62282";"   77026";"  139308";"  135457";"  120083";"    3851";"      38";"       0";"       0";"       0";"       0"
"1306";"A043596";"2022MM05";"    1974";"     979";"     995";"  224714";"  111325";"  113389";"  224714";"  214554";"  185102";"   10160";"       0";"       0";"       0";"       0";"       0"
"1307";"A043596";"2022MM06";"    1858";"     931";"     927";"  224069";"  107372";"  116697";"  224069";"  211028";"  182094";"   13041";"       0";"       0";"       0";"       0";"       0"
"1308";"A043596";"2022KW02";"    5269";"    2631";"    2638";"  588091";"  280979";"  307112";"  588091";"  561039";"  487279";"   27052";"      38";"       0";"       0";"       0";"       0"
"1309";"A043596";"2022MM07";"    2465";"    1251";"    1214";"  312468";"  139595";"  172873";"  312468";"  286338";"  207511";"   26130";"       0";"       0";"       0";"       0";"       0"
"1310";"A043596";"2022MM08";"    2353";"    1164";"    1189";"  305371";"  164241";"  141130";"  305371";"  279646";"  199461";"   25725";"       0";"       0";"       0";"       0";"       0"
"1311";"A043596";"2022MM09";"    1927";"     967";"     960";"  226890";"  114436";"  112454";"  226890";"  212330";"  172742";"   14560";"       0";"       0";"       0";"       0";"       0"
"1312";"A043596";"2022KW03";"    6745";"    3382";"    3363";"  844729";"  418272";"  426457";"  844729";"  778314";"  579714";"   66415";"       0";"       0";"       0";"       0";"       0"
"1313";"A043596";"2022MM10";"    1914";"     950";"     964";"  232223";"  120235";"  111988";"  232223";"  218824";"  176910";"   13399";"       0";"       0";"       0";"       0";"       0"
"1314";"A043596";"2022MM11";"    1037";"     514";"     523";"  116089";"   60030";"   56059";"  116089";"   98454";"   73869";"   17635";"       0";"     328";"     328";"       0";"       0"
"1315";"A043596";"2022MM12";"     996";"     502";"     494";"  108634";"   49986";"   58648";"  108634";"   91938";"   70732";"   16696";"       0";"     116";"     116";"       0";"       0"
"1316";"A043596";"2022KW04";"    3947";"    1966";"    1981";"  456946";"  230251";"  226695";"  456946";"  409216";"  321511";"   47730";"       0";"     444";"     444";"       0";"       0"
"1317";"A043596";"2022JJ00";"   18383";"    9181";"    9202";" 2113342";" 1041753";" 1071589";" 2113342";" 1967158";" 1585145";"  146184";"      38";"     444";"     444";"       0";"       0"
"1318";"A043596";"2023MM01";"    1052";"     521";"     531";"  113614";"   57780";"   55834";"  113614";"  100578";"   83479";"   13036";"       0";"       0";"       0";"       0";"       0"
"1319";"A043596";"2023MM02";"    1108";"     557";"     551";"  123054";"   57968";"   65086";"  123054";"  110767";"   90500";"   12287";"       0";"       0";"       0";"       0";"       0"
"1320";"A043596";"2023MM03";"    1455";"     725";"     730";"  168396";"   85668";"   82728";"  168396";"  153435";"  128199";"   14961";"       0";"       0";"       0";"       0";"       0"
"1321";"A043596";"2023KW01";"    3615";"    1803";"    1812";"  405064";"  201416";"  203648";"  405064";"  364780";"  302178";"   40284";"       0";"       0";"       0";"       0";"       0"
"1322";"A043596";"2023MM04";"    1469";"     739";"     730";"  165235";"   74919";"   90316";"  165235";"  157863";"  136460";"    7372";"       0";"       0";"       0";"       0";"       0"
"1323";"A043596";"2023MM05";"    1851";"     920";"     931";"  234535";"  117182";"  117353";"  234535";"  219786";"  194077";"   14749";"       0";"       0";"       0";"       0";"       0"
"1324";"A043596";"2023MM06";"    1826";"     914";"     912";"  223911";"  109730";"  114181";"  223911";"  210856";"  186715";"   13055";"       0";"       1";"       1";"       0";"       0"
"1325";"A043596";"2023KW02";"    5146";"    2573";"    2573";"  623681";"  301831";"  321850";"  623681";"  588505";"  517252";"   35176";"       0";"       1";"       1";"       0";"       0"
"1326";"A043596";"2023MM07";"    2025";"    1011";"    1014";"  260281";"  121508";"  138773";"  260281";"  243259";"  203085";"   17022";"       0";"       0";"       0";"       0";"       0"
"1327";"A043596";"2023MM08";"    1962";"     966";"     996";"  260788";"  137880";"  122908";"  260788";"  241671";"  200739";"   19117";"       0";"       0";"       0";"       0";"       0"
"1328";"A043596";"2023MM09";"    1880";"     937";"     943";"  242114";"  122507";"  119607";"  242114";"  228932";"  196662";"   13182";"       0";"       0";"       0";"       0";"       0"
"1329";"A043596";"2023KW03";"    5867";"    2914";"    2953";"  763183";"  381895";"  381288";"  763183";"  713862";"  600486";"   49321";"       0";"       0";"       0";"       0";"       0"
"1330";"A043596";"2023MM10";"    1717";"     858";"     859";"  210975";"  111722";"   99253";"  210975";"  196811";"  164874";"   14164";"       0";"       0";"       0";"       0";"       0"
"1331";"A043596";"2023MM11";"     937";"     467";"     470";"  102953";"   53759";"   49194";"  102953";"   88697";"   68803";"   14256";"       0";"       0";"       0";"       0";"       0"
"1332";"A043596";"2023MM12";"    1078";"     544";"     534";"  118749";"   55868";"   62881";"  118749";"  102431";"   76707";"   16318";"       0";"       0";"       0";"       0";"       0"
"1333";"A043596";"2023KW04";"    3732";"    1869";"    1863";"  432677";"  221349";"  211328";"  432677";"  387939";"  310384";"   44738";"       0";"       0";"       0";"       0";"       0"
"1334";"A043596";"2023JJ00";"   18360";"    9159";"    9201";" 2224605";" 1106491";" 1118114";" 2224605";" 2055086";" 1730300";"  169519";"       0";"       1";"       1";"       0";"       0"
"1335";"A043596";"2024MM01";"    1070";"     524";"     546";"  122339";"   63009";"   59330";"  122339";"  107111";"   89166";"   15228";"       0";"       0";"       0";"       0";"       0"
"1336";"A043596";"2024MM02";"    1211";"     605";"     606";"  135742";"   66177";"   69565";"  135742";"  119944";"  100668";"   15798";"       0";"       0";"       0";"       0";"       0"
"1337";"A043596";"2024MM03";"    1262";"     631";"     631";"  145302";"   73701";"   71601";"  145302";"  133494";"  113978";"   11808";"       0";"       0";"       0";"       0";"       0"
"1338";"A043596";"2024KW01";"    3543";"    1760";"    1783";"  403383";"  202887";"  200496";"  403383";"  360549";"  303812";"   42834";"       0";"       0";"       0";"       0";"       0"
"1339";"A043596";"2024MM04";"    1497";"     742";"     755";"  172679";"   79760";"   92919";"  172679";"  159755";"  139085";"   12924";"       0";"       0";"       0";"       0";"       0"
"1340";"A043596";"2024MM05";"    1785";"     899";"     886";"  229894";"  115728";"  114166";"  229894";"  215128";"  188596";"   14766";"       0";"       0";"       0";"       0";"       0"
"1341";"A043596";"2024MM06";"    1750";"     876";"     874";"  229999";"  112806";"  117193";"  229999";"  216655";"  189135";"   13344";"       0";"       0";"       0";"       0";"       0"
"1342";"A043596";"2024KW02";"    5032";"    2517";"    2515";"  632572";"  308294";"  324278";"  632572";"  591538";"  516816";"   41034";"       0";"       0";"       0";"       0";"       0"
"1343";"A043596";"2024MM07";"    2050";"    1025";"    1025";"  258353";"  114437";"  143916";"  258353";"  230856";"  189214";"   27497";"       0";"       0";"       0";"       0";"       0"
"1344";"A043596";"2024MM08";"    1924";"     951";"     973";"  255353";"  137967";"  117386";"  255353";"  225438";"  182971";"   29915";"       0";"       0";"       0";"       0";"       0"
"1345";"A043596";"2024MM09";"    1882";"     937";"     945";"  244923";"  126649";"  118274";"  244923";"  227649";"  186859";"   17274";"       0";"       0";"       0";"       0";"       0"
"1346";"A043596";"2024KW03";"    5856";"    2913";"    2943";"  758629";"  379053";"  379576";"  758629";"  683943";"  559044";"   74686";"       0";"       0";"       0";"       0";"       0"
"1347";"A043596";"2024MM10";"    1620";"     808";"     812";"  202662";"  104843";"   97819";"  202662";"  185971";"  155905";"   16691";"       0";"       0";"       0";"       0";"       0"
"1348";"A043596";"2024MM11";"    1061";"     522";"     539";"  121085";"   65741";"   55344";"  121085";"  103318";"   80185";"   17767";"       0";"       0";"       0";"       0";"       0"
"1349";"A043596";"2024MM12";"    1070";"     541";"     529";"  120888";"   56213";"   64675";"  120888";"  101696";"   76968";"   19192";"       0";"       0";"       0";"       0";"       0"
"1350";"A043596";"2024KW04";"    3751";"    1871";"    1880";"  444635";"  226797";"  217838";"  444635";"  390985";"  313058";"   53650";"       0";"       0";"       0";"       0";"       0"
"1351";"A043596";"2024JJ00";"   18182";"    9061";"    9121";" 2239219";" 1117031";" 1122188";" 2239219";" 2027015";" 1692730";"  212204";"       0";"       0";"       0";"       0";"       0"
"1352";"A043596";"2025MM01";"    1130";"     564";"     566";"  129578";"   68190";"   61388";"  129578";"  112184";"   90758";"   17394";"       0";"       0";"       0";"       0";"       0"
"1353";"A043596";"2025MM02";"    1085";"     547";"     538";"  134517";"   65407";"   69110";"  134517";"  120604";"   99349";"   13913";"       0";"       0";"       0";"       0";"       0"
"1354";"A043596";"2025MM03";"    1253";"     620";"     633";"  149530";"   77903";"   71627";"  149530";"  142675";"  120314";"    6855";"       0";"       0";"       0";"       0";"       0"
"1355";"A043596";"2025KW01";"    3468";"    1731";"    1737";"  413625";"  211500";"  202125";"  413625";"  375463";"  310421";"   38162";"       0";"       0";"       0";"       0";"       0"
"1356";"A043596";"2025MM04";"    1514";"     762";"     752";"  194366";"   87971";"  106395";"  194366";"  175958";"  144430";"   18408";"       0";"       0";"       0";"       0";"       0"
"1357";"A043596";"2025MM05";"    1860";"     925";"     935";"  243146";"  120519";"  122627";"  243146";"  227435";"  192250";"   15711";"       0";"       0";"       0";"       0";"       0"
"1358";"A043596";"2025MM06";"    1767";"     869";"     898";"  239577";"  118834";"  120743";"  239577";"  224572";"  191082";"   15005";"       0";"       0";"       0";"       0";"       0"
"1359";"A043596";"2025KW02";"    5141";"    2556";"    2585";"  677089";"  327324";"  349765";"  677089";"  627965";"  527762";"   49124";"       0";"       0";"       0";"       0";"       0"
"1360";"A043596";"2025MM07";"    1986";"    1004";"     982";"  264323";"  117019";"  147304";"  264323";"  242080";"  201305";"   22243";"       0";"       0";"       0";"       0";"       0"
"1361";"A043596";"2025MM08";"    2061";"    1014";"    1047";"  284495";"  152975";"  131520";"  284495";"  260298";"  211043";"   24197";"       0";"       0";"       0";"       0";"       0"
"1362";"A043591";"1997JJ00";"   14511";"    7252";"    7259";"  268965";"  126461";"  142504";"  268965";"  268951";"  231157";"      14";"       0";"       0";"       0";"       0";"       0"
"1363";"A043591";"1998JJ00";"   13380";"    6615";"    6765";"  285208";"  132931";"  152277";"  285208";"  285206";"  233924";"       0";"       0";"       0";"       0";"       0";"       0"
"1364";"A043591";"1999MM01";"     991";"     488";"     503";"   16511";"    7906";"    8605";"   16511";"   16331";"   15798";"     180";"       0";"       0";"       0";"       0";"       0"
"1365";"A043591";"1999MM02";"     944";"     468";"     476";"   17315";"    8086";"    9229";"   17315";"   17315";"   16529";"       0";"       0";"       0";"       0";"       0";"       0"
"1366";"A043591";"1999MM03";"    1200";"     599";"     601";"   20933";"    9778";"   11155";"   20933";"   20933";"   20053";"       0";"       0";"       0";"       0";"       0";"       0"
"1367";"A043591";"1999KW01";"    3135";"    1555";"    1580";"   54759";"   25770";"   28989";"   54759";"   54579";"   52380";"     180";"       0";"       0";"       0";"       0";"       0"
"1368";"A043591";"1999MM04";"    1214";"     603";"     611";"   21391";"    9666";"   11725";"   21391";"   21391";"   20237";"       0";"       0";"       0";"       0";"       0";"       0"
"1369";"A043591";"1999MM05";"    1232";"     617";"     615";"   27936";"   12939";"   14997";"   27936";"   27936";"   23727";"       0";"       0";"       0";"       0";"       0";"       0"
"1370";"A043591";"1999MM06";"    1316";"     657";"     659";"   28770";"   12902";"   15868";"   28770";"   28770";"   25912";"       0";"       0";"       0";"       0";"       0";"       0"
"1371";"A043591";"1999KW02";"    3762";"    1877";"    1885";"   78097";"   35507";"   42590";"   78097";"   78097";"   69876";"       0";"       0";"       0";"       0";"       0";"       0"
"1372";"A043591";"1999MM07";"    1291";"     646";"     645";"   28296";"   12029";"   16267";"   28296";"   27501";"   20087";"     795";"       0";"       0";"       0";"       0";"       0"
"1373";"A043591";"1999MM08";"    1207";"     601";"     606";"   25783";"   13342";"   12441";"   25783";"   25782";"   17287";"       1";"       0";"       0";"       0";"       0";"       0"
"1374";"A043591";"1999MM09";"    1333";"     664";"     669";"   31621";"   14981";"   16640";"   31621";"   31621";"   26668";"       0";"       0";"       0";"       0";"       0";"       0"
"1375";"A043591";"1999KW03";"    3831";"    1911";"    1920";"   85700";"   40352";"   45348";"   85700";"   84904";"   64042";"     796";"       0";"       0";"       0";"       0";"       0"
"1376";"A043591";"1999MM10";"    1275";"     630";"     645";"   27241";"   13043";"   14198";"   27241";"   27077";"   24624";"     164";"       0";"       0";"       0";"       0";"       0"
"1377";"A043591";"1999MM11";"    1351";"     676";"     675";"   24221";"   11755";"   12466";"   24221";"   24221";"   23385";"       0";"       0";"       0";"       0";"       0";"       0"
"1378";"A043591";"1999MM12";"    1076";"     536";"     540";"   18276";"    9041";"    9235";"   18276";"   18276";"   17671";"       0";"       0";"       0";"       0";"       0";"       0"
"1379";"A043591";"1999KW04";"    3702";"    1842";"    1860";"   69738";"   33839";"   35899";"   69738";"   69574";"   65680";"     164";"       0";"       0";"       0";"       0";"       0"
"1380";"A043591";"1999JJ00";"   14430";"    7185";"    7245";"  288294";"  135468";"  152826";"  288294";"  287154";"  251978";"    1140";"       0";"       0";"       0";"       0";"       0"
"1381";"A043591";"2000MM01";"    1237";"     619";"     618";"   18799";"    9012";"    9787";"   18799";"   18799";"   18195";"       0";"       0";"       0";"       0";"       0";"       0"
"1382";"A043591";"2000MM02";"    1323";"     660";"     663";"   22568";"   10778";"   11790";"   22568";"   22568";"   21650";"       0";"       0";"       0";"       0";"       0";"       0"
"1383";"A043591";"2000MM03";"    1395";"     697";"     698";"   24254";"   11826";"   12428";"   24254";"   24254";"   23360";"       0";"       0";"       0";"       0";"       0";"       0"
"1384";"A043591";"2000KW01";"    3955";"    1976";"    1979";"   65621";"   31616";"   34005";"   65621";"   65621";"   63205";"       0";"       0";"       0";"       0";"       0";"       0"
"1385";"A043591";"2000MM04";"    1298";"     650";"     648";"   22562";"   10454";"   12108";"   22562";"   22562";"   20929";"       0";"       0";"       0";"       0";"       0";"       0"
"1386";"A043591";"2000MM05";"    1595";"     798";"     797";"   38513";"   17840";"   20673";"   38513";"   38513";"   32062";"       0";"       0";"       0";"       0";"       0";"       0"
"1387";"A043591";"2000MM06";"    1454";"     728";"     726";"   35472";"   17122";"   18350";"   35472";"   35472";"   29195";"       0";"       0";"       0";"       0";"       0";"       0"
"1388";"A043591";"2000KW02";"    4347";"    2176";"    2171";"   96547";"   45416";"   51131";"   96547";"   96547";"   82186";"       0";"       0";"       0";"       0";"       0";"       0"
"1389";"A043591";"2000MM07";"    1388";"     696";"     692";"   30039";"   13620";"   16419";"   30039";"   30039";"   20820";"       0";"       0";"       0";"       0";"       0";"       0"
"1390";"A043591";"2000MM08";"    1463";"     730";"     733";"   32147";"   16483";"   15664";"   32147";"   32147";"   22829";"       0";"       0";"       0";"       0";"       0";"       0"
